province;red;green;blue;x;x
1590;32;112;96;Lhodrak;x
1591;160;112;160;Changtang;x
1592;31;240;159;Ngari;x
1593;223;48;223;Tawang;x
1594;160;240;32;Kashgar;x
1595;160;16;0;Ili;x
1596;192;208;192;Tulta;x
1597;160;176;96;Aksu;x
1598;32;112;160;Khotan;x
1599;32;144;128;Kumul;x
1600;96;16;0;Urumqi;x
1601;144;176;96;Kunming;x
1602;48;176;32;Dali;x
1603;16;48;224;Puer;x
1604;48;144;0;Hangzhou;x
1605;91;233;198;Huzhou;x
1606;171;91;233;Jiaxing;x
1607;176;16;128;Jinhua;x
1608;176;144;0;Ningbo;x
1609;48;144;128;Shaoxing;x
1610;63;128;16;Taizhou;x
1611;48;16;128;Wenzhou;x
1612;224;208;1;Beijing;x
1613;205;205;238;Chengde;x
1614;144;81;1;Daming;x
1615;72;1;144;Jizhou;x
1616;208;144;128;Shuntian;x
1617;17;81;1;Tianjin;x
1618;33;81;1;Zhongding;x
1619;240;16;0;Pyongyang;x
1620;96;81;1;Chonchon;x
1621;112;17;1;Hamhung;x
1622;33;208;128;Chongjin;x
1623;160;208;128;Kimchaek;x
1624;48;80;0;Seoul;x
1625;240;17;128;Kaesong;x
1626;112;17;128;Haeju;x
1627;240;144;1;Sariwon;x
1628;176;80;0;Inchon;x
1629;112;144;128;Wonsan;x
1630;112;239;192;Kangnung;x
1631;240;144;128;Wonju;x
1632;155;168;181;Pusan;x
1633;48;80;128;Taegu;x
1634;49;208;0;Pohang;x
1635;48;208;128;Kwangju;x
1636;176;208;0;Taejon;x
1637;176;208;128;Cheju;x
1638;113;81;1;Hiroshima;x
1639;17;81;192;Okayama;x
1640;240;80;1;Yamaguchi;x
1641;162;135;176;Matsue;x
1642;160;144;192;Hakodate;x
1643;160;17;192;Ishikara;x
1644;32;144;192;Nemuru;x
1645;239;144;192;Niigata;x
1646;48;208;64;Kanazawa;x
1647;176;208;64;Fukui;x
1648;136;89;95;Toyama;x
1649;239;144;64;Edo;x
1650;71;133;153;Chiba;x
1651;112;16;192;Yokohama;x
1652;240;17;192;Urawa;x
1653;112;144;64;Mito;x
1654;128;1;17;Bonin;x
1655;176;208;192;Osaka;x
1656;97;66;135;Wakayama;x
1657;112;80;64;Kyoto;x
1658;48;80;64;Nara;x
1659;112;208;64;Kobe;x
1660;112;207;0;Fukuoka;x
1661;240;208;0;Nagasaki;x
1662;112;208;128;Kagoshima;x
1663;239;80;128;Miyazaki;x
1664;112;80;128;Kumamoto;x
1665;239;208;64;Kochi;x
1666;144;208;64;Matsuyama;x
1667;240;80;64;Tokushima;x
1668;176;144;192;Sendai;x
1669;240;16;64;Fukushima;x
1670;176;17;192;Morioka;x
1671;49;144;192;Akita;x
1672;224;208;128;Aomori;x
1673;112;16;64;Yamagata;x
1674;112;144;192;Utsunomiya;x
1675;48;80;192;Nagoya;x
1676;49;208;192;Shizuoka;x
1677;176;80;192;Nagano;x
1678;240;240;97;Okinawa;x
1679;240;208;128;Amari;x
1680;96;176;64;Fez;x
1681;250;226;187;Wazzan;x
1682;160;240;64;Meknes;x
1683;96;48;192;Taza;x
1684;223;48;192;Wujda;x
1685;223;48;64;Rabat;x
1686;32;176;192;Tangier;x
1687;160;176;192;Tetouan;x
1688;223;176;64;Ajdir;x
1689;202;159;117;Melilla;x
1690;223;112;64;Marrakesh;x
1691;88;148;155;Casablanca;x
1692;224;112;192;Huribka;x
1693;96;239;64;Sawira;x
1694;223;239;64;Agadir;x
1695;96;48;128;Ifni;x
1696;158;88;46;Tarfaya;x
1697;160;239;192;Figuig;x
1698;176;150;191;Rashidia;x
1699;96;112;192;Warzazat;x
1700;32;239;64;Algiers;x
1701;128;144;223;Bougie;x
1702;0;144;160;Setif;x
1703;126;82;147;Medea;x
1704;223;176;192;Oran;x
1705;62;104;136;Tlemcen;x
1706;167;94;120;Mustaghanim;x
1707;32;112;64;Mascara;x
1708;128;80;160;Constantine;x
1709;0;80;160;Bone;x
1710;1;208;160;Biskra;x
1711;160;240;128;Ouargla;x
1712;64;80;160;Tuggurt;x
1713;32;239;128;Laghwat;x
1714;160;239;128;Bechar;x
1715;160;112;64;Naama;x
1716;96;112;1;Tindouf;x
1717;176;240;192;Chenachene;x
1718;144;208;160;In Salah;x
1719;128;144;96;Ilizi;x
1720;160;112;192;Timimoun;x
1721;144;208;32;In Guezzam;x
1722;49;240;192;Tin Zawatene;x
1723;208;239;64;Panama Canal;x
1724;1;17;224;Tamanrasset;x
1725;128;208;160;Tunis;x
1726;152;140;8;Bizerte;x
1727;123;152;66;Gafsa;x
1728;192;80;32;Kairouan;x
1729;191;208;33;Tozeur;x
1730;64;208;33;Gabes;x
1731;192;80;160;Tripoli;x
1732;128;16;224;Ghayran;x
1733;64;207;160;Misratah;x
1734;192;208;160;Sirt;x
1735;64;208;224;Benghazi;x
1736;160;16;32;Darna;x
1737;32;144;32;Tobruk;x
1738;160;144;32;Jaghbub;x
1739;144;208;96;Kufra;x
1740;230;232;76;Waddan;x
1741;1;144;224;Murzuk;x
1742;128;16;96;Sabha;x
1743;17;208;160;Ghat;x
1744;233;180;87;Ghadamis;x
1745;192;144;96;Cairo;x
1746;32;80;160;Dumyat;x
1747;208;80;224;Tanta;x
1748;80;208;224;Mansura;x
1749;64;144;96;Ziqaziq;x
1750;80;17;224;Giza;x
1751;160;208;32;Alexandria;x
1752;32;207;32;Matruh;x
1753;160;80;32;Sidi Barrani;x
1754;224;208;33;Siwa;x
1755;192;16;96;Suez Canal;x
1756;70;75;138;Al Arish;x
1757;96;80;224;Sharm al-Shaykh;x
1758;176;17;33;Hariga;x
1759;32;208;160;Bawiti;x
1760;108;88;144;Mut;x
1761;208;208;224;Baris;x
1762;80;208;96;Asyut;x
1763;80;80;224;Bani Suwayf;x
1764;17;208;224;Minya;x
1765;160;80;160;Fayyum;x
1766;176;80;32;Aswan;x
1767;208;208;96;Luxor;x
1768;77;32;144;Idfu;x
1769;68;112;45;Qina;x
1770;144;103;32;Qusayr;x
1771;112;144;32;Marsa Alam;x
1772;144;143;32;Ras Gharib;x
1773;160;239;0;Aaiun;x
1774;126;90;99;Dakhla;x
1775;112;48;192;Nouakchott;x
1776;176;112;192;Rosso;x
1777;176;48;64;Aleg;x
1778;240;240;65;Maghama;x
1779;239;48;64;Shingit;x
1780;112;112;64;Tishit;x
1781;223;239;192;Walata;x
1782;72;130;180;Bir Murghayn;x
1783;188;255;181;Dakar;x
1784;239;48;192;Saint-Louis;x
1785;176;112;64;Banjul;x
1786;31;24;123;Linguere;x
1787;123;66;24;Diourbel;x
1788;101;108;100;Kaolack;x
1789;38;123;24;Podor;x
1790;239;175;192;Matam;x
1791;48;112;65;Bakel;x
1792;48;239;64;Ziguinchor;x
1793;176;239;64;Velingara;x
1794;113;105;224;Bamako;x
1795;9;102;110;Kayes;x
1796;112;112;191;Nioro;x
1797;144;17;33;Kita;x
1798;144;144;160;Bougouni;x
1799;16;144;32;Sikasso;x
1800;240;239;191;Segu;x
1801;239;176;64;Mourdiah;x
1802;112;175;64;Jenne;x
1803;240;112;192;Timbuktu;x
1804;160;131;17;Bandiagara;x
1805;113;240;65;Gao;x
1806;240;113;65;Taoudenni;x
1807;209;240;65;Tessalit;x
1808;80;81;160;Niamey;x
1809;17;144;96;Say;x
1810;207;80;160;Dosso;x
1811;80;208;159;Maradi;x
1812;208;208;160;Agades;x
1813;143;80;223;Arlit;x
1814;17;81;223;Madama;x
1815;174;174;217;Zinder;x
1816;17;16;224;Kufe;x
1817;208;144;224;Bilma;x
1818;128;160;208;Massenya;x
1819;208;144;160;Moundou;x
1820;80;144;160;Bongor;x
1821;94;144;107;Abeche;x
1822;144;81;96;Am Timan;x
1823;192;160;80;Mongo;x
1824;208;144;33;Mao;x
1825;208;17;223;Zouar;x
1826;80;144;224;Faya;x
1827;126;6;0;Khartoum;x
1828;223;222;155;Wad Madani;x
1829;6;0;126;Kassala;x
1830;32;106;45;Sennar;x
1831;106;84;32;Rabak;x
1832;224;160;144;Fashoda;x
1833;0;126;0;Suakin;x
1834;240;144;33;Halaib;x
1835;208;144;96;Dongola;x
1836;112;17;160;Hayya;x
1837;240;17;160;Atbara;x
1838;160;184;0;Obeid;x
1839;208;80;96;Nuhud;x
1840;128;96;208;Kaduqli;x
1841;17;208;96;Fasher;x
1842;80;81;96;Junayah;x
1843;1;224;208;Waw;x
1844;64;160;80;Bor;x
1845;128;96;80;Yambio;x
1846;160;33;17;Lado;x
1847;92;0;126;Kapoeta;x
1848;153;112;160;Asmara;x
1849;112;144;160;Massawa;x
1850;112;160;114;Akordat;x
1851;160;126;112;Assab;x
1852;223;32;144;Gonder;x
1853;192;64;224;Debre Tabor;x
1854;224;102;64;Matamma;x
1855;215;224;64;Debre Markos;x
1856;240;144;160;Aksum;x
1857;97;160;144;Antalo;x
1858;159;160;97;Awsa;x
1859;65;224;208;Ankober;x
1860;191;223;207;Awasa;x
1861;224;64;147;Aselia;x
1862;132;132;55;Bonga;x
1863;64;188;224;Asosa;x
1864;192;96;208;Negele;x
1865;65;96;208;Harer;x
1866;175;8;0;Goba;x
1867;32;97;17;Werder;x
1868;223;97;17;Mogadishu;x
1869;33;32;144;Baidoa;x
1870;191;224;80;Kismayo;x
1871;96;96;17;Hobye;x
1872;160;224;144;Busaso;x
1873;32;224;144;Berbera;x
1874;198;165;203;Zeyla;x
1875;64;224;80;Djibuti;x
1876;176;176;192;Cape Verde;x
1877;48;176;64;Bissau;x
1878;90;98;125;Gabu;x
1879;48;112;192;Boffa;x
1880;32;0;208;Timbo;x
1881;108;143;114;Dinguiraye;x
1882;129;64;160;Kankan;x
1883;160;64;80;Beyla;x
1884;96;128;80;Freetown;x
1885;143;149;140;Falaba;x
1886;136;62;133;Bo;x
1887;223;128;80;Monrovia;x
1888;77;80;32;Harper;x
1889;85;101;125;Bopolu;x
1890;161;126;185;Gbarnga;x
1891;114;135;146;Zwedru;x
1892;32;191;207;Grand Lahou;x
1893;160;191;80;Sassandra;x
1894;160;191;207;Grand Bassam;x
1895;224;64;80;Bouake;x
1896;32;64;208;Man;x
1897;118;99;109;Akoupe;x
1898;96;192;80;Kong;x
1899;224;192;80;Bondouku;x
1900;159;64;208;Odienne;x
1901;128;33;144;Wagadugu;x
1902;17;144;160;Wahiguya;x
1903;144;17;160;Dori;x
1904;219;138;158;Fada Ngourma;x
1905;96;64;208;Bobo Dioulasso;x
1906;229;145;216;Orodaro;x
1907;128;33;17;Accra;x
1908;133;4;230;Cape Coast;x
1909;108;128;100;Sekondi;x
1910;97;192;208;Kumasi;x
1911;224;192;208;Kintampo;x
1912;209;70;113;Wa;x
1913;194;224;192;Tamale;x
1914;212;181;255;Lome;x
1915;119;128;17;Ho;x
1916;214;215;132;Yendi;x
1917;64;109;155;Atakpane;x
1918;141;10;90;Sokode;x
1919;1;160;17;Cotonou;x
1920;128;160;17;Abomey;x
1921;1;33;144;Nikki;x
1922;200;200;166;Jugu;x
1923;1;224;17;Lagos;x
1924;128;96;16;Abeokuta;x
1925;64;96;16;Ibadan;x
1926;1;160;144;Ife;x
1927;128;223;144;Ilorin;x
1928;235;252;181;Benin;x
1929;207;17;160;Akure;x
1930;179;219;230;Lokoja;x
1931;1;96;144;Warri;x
1932;1;160;80;Bonny;x
1933;147;99;74;Awka;x
1934;128;96;144;Calabar;x
1935;128;160;144;Aruchukwu;x
1936;192;224;144;Makurdi;x
1937;64;96;144;Tukari;x
1938;192;97;16;Bussa;x
1939;128;54;146;Zaria;x
1940;64;223;17;Bida;x
1941;65;223;144;Abuja;x
1942;144;144;224;Bauchi;x
1943;192;96;144;Jos;x
1944;192;224;17;Gombe;x
1945;16;144;224;Kano;x
1946;3;132;169;Kebbi;x
1947;81;208;32;Katsina;x
1948;133;133;67;Sokoto;x
1949;208;17;96;Hadejia;x
1950;144;17;224;Yola;x
1951;208;17;32;Kuka;x
1952;80;144;96;Nguru;x
1953;207;208;33;Dikoa;x
1954;192;32;80;Sao Tome;x
1955;144;32;137;Fernando Po;x
1956;128;159;80;Douala;x
1957;52;32;128;Buea;x
1958;208;196;213;Kribi;x
1959;1;33;208;Yaounde;x
1960;91;128;32;Bafoussam;x
1961;128;32;80;Bamenda;x
1962;128;33;208;Bertoua;x
1963;255;212;63;Ngaoundere;x
1964;86;106;137;Maroua;x
1965;192;32;16;Bangui;x
1966;1;160;208;Nola;x
1967;192;160;208;Bouar;x
1968;64;160;208;Bossangoa;x
1969;64;96;81;Zemio;x
1970;33;167;144;Bangassou;x
1971;64;33;208;Ndele;x
1972;192;32;144;Libreville;x
1973;64;32;144;Bata;x
1974;141;32;192;Mayumbe;x
1975;192;160;144;Moanda;x
1976;64;160;144;Makokou;x
1977;177;177;99;Nkuna;x
1978;128;224;240;Madingou;x
1979;33;128;17;Biloka;x
1980;130;118;122;Djambala;x
1981;1;96;17;Impfondo;x
1982;192;96;112;Kinshasa;x
1983;129;20;38;Boma;x
1984;16;126;73;Kananga;x
1985;162;211;132;Kumbana;x
1986;144;128;112;Lusambo;x
1987;120;82;141;Bunkeya;x
1988;16;94;126;Mussumba;x
1989;176;33;16;Munza;x
1990;33;160;48;Nyangwe;x
1991;160;160;48;Uvira;x
1992;128;224;208;Basoko;x
1993;192;96;240;Irebu;x
1994;65;224;240;Nsheng;x
1995;192;32;207;Gemena;x
1996;1;96;208;Kisangani;x
1997;134;112;113;Mungbane;x
1998;1;224;80;Baramo;x
1999;207;160;231;Luanda;x
2000;64;96;112;Cabinda;x
2001;240;0;23;Mbanza;x
2002;240;136;0;Quibala;x
2003;80;192;48;Benguela;x
2004;128;96;240;Mocamedes;x
2005;0;223;240;Huambo;x
2006;57;105;127;Kuito;x
2007;192;223;112;Mavinga;x
2008;0;107;240;Ondjiva;x
2009;240;215;0;Malanje;x
2010;113;240;0;Saurimo;x
2011;191;224;239;Kubanda;x
2012;160;32;49;Lusaka;x
2013;164;48;224;Mongu;x
2014;64;96;240;Kasempa;x
2015;48;222;224;Monzo;x
2016;160;224;48;Kazembe;x
2017;152;152;197;Kasema;x
2018;210;224;48;Chipata;x
2019;224;160;16;Entebbe;x
2020;101;48;160;Mbarara;x
2021;160;156;48;Masindi;x
2022;32;96;96;Kitgum;x
2023;145;48;160;Jinja;x
2024;160;160;144;Nairobi;x
2025;53;103;119;Marsabit;x
2026;32;159;16;Lodwar;x
2027;14;99;42;Nakuru;x
2028;224;33;17;Kisumu;x
2029;33;160;144;Mombasa;x
2030;160;33;144;Lamu;x
2031;160;160;17;Wajir;x
2032;153;109;98;Garissa;x
2033;158;159;87;Voi;x
2034;128;223;80;Kigali;x
2035;80;147;223;Usumbura;x
2036;96;33;175;Dar Es Salaam;x
2037;224;217;32;Tanga;x
2038;96;160;175;Kilwa;x
2039;160;96;48;Lindi;x
2040;33;224;48;Songea;x
2041;58;125;63;Masasi;x
2042;224;160;176;Iringa;x
2043;120;87;95;Tabora;x
2044;97;33;143;Mwanza;x
2045;224;32;48;Morogoro;x
2046;32;96;48;Ujiji;x
2047;223;160;48;Arusha;x
2048;224;32;176;Zanzibar;x
2049;48;131;208;Maputo;x
2050;48;64;208;Chaimate;x
2051;208;96;16;Inhambane;x
2052;208;112;48;Massekisse;x
2053;63;48;208;Sena;x
2054;165;48;208;Tete;x
2055;48;208;153;Songo;x
2056;208;48;131;Zombo;x
2057;144;224;144;Sofala;x
2058;116;208;48;Mossurize;x
2059;48;176;208;Quelimane;x
2060;159;224;176;Mocambique;x
2061;17;224;144;Angoche;x
2062;201;208;0;Shangzhou;x
2063;32;224;176;Ibo;x
2064;52;208;48;Nampula;x
2065;48;208;127;Milange;x
2066;100;33;176;Zomba;x
2067;33;96;176;Lilongwe;x
2068;158;72;163;Harare;x
2069;207;183;50;Gweru;x
2070;91;160;17;Mutare;x
2071;17;91;160;Bulawayo;x
2072;144;160;17;Hwange;x
2073;144;33;17;Masvingo;x
2074;113;192;208;Gaborone;x
2075;176;65;208;Serowe;x
2076;240;192;208;Nokaneng;x
2077;146;80;102;Tsabong;x
2078;176;192;80;Windhoek;x
2079;176;64;80;Swakopmund;x
2080;96;119;103;Tsumeb;x
2081;96;1;208;Linyati;x
2082;49;192;208;Otjinene;x
2083;128;49;208;Walvis Bay;x
2084;48;192;80;Angra Pequena;x
2085;176;192;208;Nugouses;x
2086;240;192;80;Karasburg;x
2087;130;99;118;Cape Town;x
2088;239;65;80;Springbok;x
2089;176;96;80;Worcester;x
2090;48;96;80;Swettenham;x
2091;49;224;80;Mossel Bay;x
2092;176;224;80;Beaufort;x
2093;112;192;80;Calvinia;x
2094;239;64;207;Kimberley;x
2095;65;192;240;Dikathong;x
2096;49;96;208;Port Elizabeth;x
2097;176;96;207;Graaf Reinet;x
2098;176;223;208;Bisho;x
2099;48;224;207;Mathele;x
2100;112;96;80;Umtata;x
2101;204;196;215;Bloemfontein;x
2102;83;101;223;Winburg;x
2103;197;177;175;Philippolis;x
2104;240;96;80;Thaba Bosiu;x
2105;144;33;144;Pretoria;x
2106;208;33;144;Johannesburg;x
2107;208;160;16;Klerksdorp;x
2108;127;101;8;Mosega;x
2109;208;32;17;Lydenburg;x
2110;80;160;17;Thohoyandu;x
2111;17;160;144;Durban;x
2112;133;105;95;Ladysmith;x
2113;65;192;112;Ulundi;x
2114;144;160;144;Mbabane;x
2115;80;160;144;Tananarive;x
2116;16;167;223;Fianarantsoa;x
2117;201;16;223;Ampanihy;x
2118;176;182;74;Tolanaro;x
2119;16;50;223;Toamasina;x
2120;224;197;48;Antsiranana;x
2121;223;96;176;Mahajanga;x
2122;6;156;13;Toliara;x
2123;96;108;224;Comoros;x
2124;224;96;223;Mayotte;x
2125;208;224;144;Mauritius;x
2126;214;144;224;Bourbon;x
2127;96;224;176;Seychelles;x
2128;91;92;34;Diego Garcia;x
2129;12;78;181;Saint Helena;x
2130;12;181;86;Ascension;x
2131;48;32;208;Falkland Islands;x
2132;181;118;12;Tristan da Cunha;x
2133;181;16;12;South Georgia;x
2134;144;160;128;Azores;x
2135;56;87;25;Madeira;x
2136;32;239;1;Canary Islands;x
2137;223;80;192;Hermosillo;x
2138;32;80;64;Loreto;x
2139;33;170;157;Rosarito;x
2140;96;208;192;Nogales;x
2141;223;208;192;Guaymas;x
2142;0;48;128;Chihuahua;x
2143;128;48;128;Paso del Norte;x
2144;128;176;1;Delicias;x
2145;96;80;192;Parral;x
2146;169;134;32;Monterrey;x
2147;0;176;1;Morelos;x
2148;76;155;77;Reynosa;x
2149;128;48;192;Matamoros;x
2150;80;239;128;Ciudad Victoria;x
2151;192;48;1;Saltillo;x
2152;128;176;128;Monclova;x
2153;64;48;128;Durango;x
2154;0;176;128;Santa Maria del Oro;x
2155;192;176;1;Torreon;x
2156;192;176;128;Mazatlan;x
2157;0;112;1;Culiacan;x
2158;155;137;35;Zacatecas;x
2159;80;48;128;San Luis Potosi;x
2160;80;176;128;Aguascalientes;x
2161;80;176;0;Tepic;x
2162;68;119;144;Veracruz;x
2163;208;239;128;Tampico;x
2164;144;48;192;Mintatitlan;x
2165;16;176;192;Villahermosa;x
2166;16;112;1;Guadalajara;x
2167;208;176;128;Guanajuato;x
2168;144;176;128;Puerto Vallarta;x
2169;144;112;1;Colima;x
2170;16;239;1;Morelia;x
2171;1;239;180;Los Alaniles;x
2172;90;76;91;Mexico City;x
2173;208;48;128;Queretaro;x
2174;144;48;64;Toluca;x
2175;16;176;128;Tulacingo;x
2176;16;176;64;Puebla;x
2177;144;176;192;Oaxaca;x
2178;144;176;64;Collataro;x
2179;192;192;112;Acapuilco;x
2180;223;80;64;Chilpancingo;x
2181;208;48;64;Tuxtla;x
2182;16;48;192;Tapachula;x
2183;80;48;192;Merida;x
2184;219;133;176;Campeche;x
2185;64;176;1;Bacalar;x
2186;222;200;211;Guatemala;x
2187;208;48;192;Quetzaltenango;x
2188;80;176;64;Puerto Barrios;x
2189;80;176;192;Sayaxche;x
2190;208;176;64;Belize;x
2191;176;208;199;San Salvador;x
2192;16;112;64;San Miguel;x
2193;144;239;64;Comayagua;x
2194;144;112;64;San Pedro Sula;x
2195;16;239;64;La Ceiba;x
2196;144;112;128;Puerto Lempira;x
2197;144;112;192;Managua;x
2198;16;239;192;Rivas;x
2199;16;112;192;León;x
2200;16;112;128;Bluefields;x
2201;16;239;128;San Jose;x
2202;216;131;105;Liberia;x
2203;239;144;220;Limon;x
2204;138;138;32;Panama City;x
2205;128;192;16;David;x
2206;48;176;128;Penonome;x
2207;172;90;137;Sainshand;x
2208;176;176;128;Yaviza;x
2209;243;242;201;Havana;x
2210;82;147;151;Jagua;x
2211;176;49;1;Camaguey;x
2212;48;176;1;Santiago de Cuba;x
2213;198;198;99;Port Au Prince;x
2214;49;112;128;Santo Domingo;x
2215;176;176;1;Cap Haitien;x
2216;135;127;144;La Vega;x
2217;112;112;184;Jamaica;x
2218;30;118;30;Cayman Islands;x
2219;114;192;114;Bahamas;x
2220;122;111;163;Turks And Caicos;x
2221;129;17;208;Nanjing;x
2222;176;112;128;Puerto Rico;x
2223;48;240;128;Saint Thomas;x
2224;137;51;77;Antigua;x
2225;51;83;137;Montserrat;x
2226;96;96;96;Tortola;x
2227;137;51;122;Saint Kitts;x
2228;156;82;202;Martinique;x
2229;68;91;108;Barbados;x
2230;51;137;91;Guadeloupe;x
2231;82;153;202;Saint Lucia;x
2232;112;240;1;Dominica;x
2233;240;240;1;Grenada;x
2234;176;48;128;Curacao;x
2235;96;101;78;Aruba;x
2236;236;192;97;Saint Martin;x
2237;112;112;128;Trinidad;x
2238;212;150;177;Tobago;x
2239;160;1;17;Georgetown;x
2240;160;128;17;Paramaribo;x
2241;128;192;80;Cayenne;x
2242;192;192;208;Mahdia;x
2243;108;98;81;Essequibo;x
2244;92;34;57;Christmas Island;x
2245;33;1;144;Apetina;x
2246;159;0;144;Maripasoula;x
2247;128;0;80;Bogota;x
2248;0;192;144;Ibaque;x
2249;216;216;228;Tunja;x
2250;128;64;144;Manizales;x
2251;128;192;144;Cucuta;x
2252;208;112;64;Medellin;x
2253;0;64;144;Quibdo;x
2254;112;176;1;Cartagena de Indias;x
2255;150;90;46;Barranquilla;x
2256;128;128;80;Cali;x
2257;0;0;208;Popayan;x
2258;0;128;80;Buenaventura;x
2259;128;0;208;Pasto;x
2260;64;64;144;San Jose del Gauaviare;x
2261;191;191;144;Obando;x
2262;135;86;61;Casanare;x
2263;64;192;17;El Encanto;x
2264;176;240;128;Caracas;x
2265;192;64;17;Guanare;x
2266;128;64;208;Calabozo;x
2267;1;191;208;Cumana;x
2268;80;112;65;San Felipe;x
2269;240;112;1;Guiria;x
2270;239;48;1;Maracaibo;x
2271;219;219;60;Valera;x
2272;240;176;1;Coro;x
2273;112;48;128;Barquisimento;x
2274;192;64;208;Barinas;x
2275;128;192;208;Angostura;x
2276;112;112;1;Curiapo;x
2277;96;96;137;El Jobal;x
2278;192;192;17;San Fernado de Atabapo;x
2279;126;201;145;Quito;x
2280;192;128;80;Guayaquil;x
2281;192;0;80;Esmereldas;x
2282;64;0;208;Loja;x
2283;141;107;149;Zamora;x
2284;233;192;243;Tena;x
2285;110;202;98;Galapagos;x
2286;115;124;126;Iquitos;x
2287;128;64;80;Yurimagues;x
2288;128;128;208;Yuncos;x
2289;0;128;208;Puca Urco;x
2290;110;219;161;Cajamarca;x
2291;192;0;208;Piura;x
2292;64;128;208;Trujillo;x
2293;160;192;176;Huanuco;x
2294;118;145;117;Moyobamba;x
2295;96;192;48;Lima;x
2296;223;0;176;Huancavelica;x
2297;96;64;176;Ica;x
2298;32;192;176;Huaraz;x
2299;223;192;48;Ayacucho;x
2300;164;115;91;Pucallpa;x
2301;28;165;97;Puerto Maldonado;x
2302;223;64;48;Cusco;x
2303;114;105;139;Puno;x
2304;223;192;176;Arequipa;x
2305;32;0;240;Antofagasta;x
2306;159;205;21;Sorocaba;x
2307;16;64;208;Iquique;x
2308;160;0;112;Arica;x
2309;32;128;112;Calama;x
2310;225;188;206;La Paz;x
2311;160;64;48;Cochabamba;x
2312;160;64;176;Oruro;x
2313;96;128;240;Chuquisaca;x
2314;160;128;112;Potosi;x
2315;223;0;240;Tarija;x
2316;96;0;240;Santa Cruz;x
2317;223;128;176;San Ignacio;x
2318;223;128;112;Robore;x
2319;160;192;240;Santa Ana;x
2320;224;0;16;Riberalta;x
2321;64;64;208;Cobija;x
2322;208;128;80;Copiapo;x
2323;208;0;208;La Serena;x
2324;208;128;208;Santiago;x
2325;80;128;208;Valparaiso;x
2326;112;224;144;Vina del Mar;x
2327;16;192;80;Talca;x
2328;144;64;208;Valdivia;x
2329;144;192;208;Temuco;x
2330;144;64;80;Cauquenes;x
2331;144;192;80;Chillan;x
2332;16;192;208;Osorno;x
2333;48;224;16;Puerto Aisen;x
2334;176;224;16;Punta Arenas;x
2335;112;96;144;Porvenir;x
2336;154;121;220;Easter Island;x
2337;0;33;176;Fortin Falcon;x
2338;96;192;240;Puerto Gaurani;x
2339;205;159;68;Asuncion;x
2340;205;30;68;Pilar;x
2341;54;159;68;Encarnacion;x
2342;205;31;230;San Pedro;x
2343;54;30;230;Concepcion;x
2344;164;110;210;Montevideo;x
2345;230;159;6;Paysandu;x
2346;6;30;230;Tacumba;x
2347;68;159;6;Melo;x
2348;176;192;144;Buenos Aires;x
2349;49;128;80;Junin;x
2350;49;192;144;Azul;x
2351;176;65;144;La Plata;x
2352;91;98;146;Mar del Plata;x
2353;176;127;80;Trenque Lanquen;x
2354;176;65;17;Bahia Blanca;x
2355;240;1;144;Carmen;x
2356;156;33;49;Corrientes;x
2357;177;150;195;Curuzu Cuatia;x
2358;165;120;126;Santo Tomas;x
2359;240;64;17;Colon;x
2360;112;64;16;Parana;x
2361;176;1;80;Santa Espiritu;x
2362;112;192;144;Reconquista;x
2363;49;192;16;Rosario;x
2364;176;192;17;Resistencia;x
2365;160;128;240;Villa Angela;x
2366;44;108;80;Formosa;x
2367;160;65;112;Xolotas;x
2368;32;128;240;Salta;x
2369;32;64;240;Jujuy;x
2370;223;0;48;Cochinoca;x
2371;223;128;240;Equia;x
2372;32;64;112;Rivadavia;x
2373;208;192;80;Tucuman;x
2374;208;192;208;Catamarca;x
2375;239;185;203;Vinchina;x
2376;80;64;208;Santiago del Estero;x
2377;176;0;80;Anatuya;x
2378;208;65;208;Mailin;x
2379;176;209;106;Cordoba de Argentina;x
2380;240;128;144;Villa Nueva;x
2381;112;128;144;Rio Cuarto;x
2382;32;191;113;Renanco;x
2383;112;0;144;San Luis;x
2384;239;128;16;Mercedes;x
2385;176;0;16;La Rioja;x
2386;48;128;16;Santa Rita;x
2387;176;128;16;San Juan;x
2388;16;0;208;Calingasta;x
2389;48;0;144;Mendoza;x
2390;176;0;144;San Rafael;x
2391;142;146;147;Nequen;x
2392;176;128;144;Viedma;x
2393;240;1;16;Telen;x
2394;16;128;208;Bariloche;x
2395;112;128;17;Curaco;x
2396;176;32;80;Rawson;x
2397;176;96;144;Esquel;x
2398;140;125;169;Puerto Deseado;x
2399;239;160;16;Rio Galleagos;x
2400;239;96;144;Rio Grande;x
2401;192;64;144;Marabitanas;x
2402;111;194;208;Manaus;x
2403;224;1;17;Cachoeira;x
2404;138;90;98;Tefe;x
2405;224;128;144;Borba;x
2406;92;34;80;Cocos Islands;x
2407;64;192;144;Tabatinga;x
2408;65;192;81;Oriximina;x
2409;68;108;99;Saint Vincent;x
2410;160;65;17;Belem;x
2411;96;128;144;Santarem;x
2412;160;128;144;Obidos;x
2413;53;100;30;Maraba;x
2414;96;1;144;Amapa;x
2415;224;1;144;Macapa;x
2416;198;206;210;Dourados;x
2417;1;65;208;Vila Bela;x
2418;191;32;49;Cuiaba;x
2419;0;118;230;Corumba;x
2420;157;54;21;Iguatemi;x
2421;83;118;68;Vila Boa;x
